role,winrate,KDA,goldpm,cspm,vision,damage%,champs
SUPPORT,40.0,2.2903225806451615,278.0882925669061,0.8267784981942657,61.4,11.842609054318975,"['Pyke', 'Bard', 'Soraka', 'Bard', 'Thresh']"
SUPPORT,40.0,2.576923076923077,236.6293768675902,1.1184911232015362,66.4,8.108305102382227,"['Thresh', 'Leona', 'Thresh', 'Braum', 'Nautilus']"
MID,60.0,3.1272727272727274,631.457716304148,2.8376566277552926,6.6,23.281038755233457,"['Zilean', 'Veigar', 'Fizz', 'Zilean', 'Lux']"
JUNGLE,60.0,4.833333333333333,426.75150915493714,1.0390743134998306,20.8,20.942898307800224,"['Khazix', 'JarvanIV', 'Nidalee', 'Nidalee', 'Nidalee']"
MID,40.0,3.0444444444444443,467.1017278599508,2.363408992697042,5.4,16.582038422787466,"['Fiddlesticks', 'Rakan', 'Yuumi', 'Galio', 'Diana']"
SUPPORT,60.0,4.590909090909091,316.01677056238356,1.3697394664634106,54.2,15.034662490283313,"['Janna', 'Senna', 'Senna', 'Nautilus', 'MissFortune']"
TOP,20.0,1.6486486486486487,407.7163013811431,5.777296930824463,14.4,26.853677777068484,"['Malphite', 'Renekton', 'Kled', 'Shen', 'Mordekaiser']"
SUPPORT,60.0,3.25,262.8735749028442,1.1744445361784317,55.6,7.9757382156784535,"['Thresh', 'Lulu', 'Thresh', 'Thresh', 'Thresh']"
ADC,60.0,3.25,430.5151983564573,6.4110112071678085,19.2,24.065586639332746,"['Kalista', 'Kalista', 'Lucian', 'Lucian', 'Kalista']"
TOP,40.0,2.7777777777777777,373.06017727932857,6.330332840523933,20.8,23.378097468766445,"['Darius', 'Renekton', 'Camille', 'Sion', 'Camille']"
TOP,60.0,1.3409090909090908,399.63652944711436,5.3466494024252045,20.4,24.349291102280848,"['Mordekaiser', 'Vladimir', 'Aatrox', 'MonkeyKing', 'Mordekaiser']"
MID,80.0,2.819672131147541,721.8285516986983,4.00976980159465,4.8,23.04729946712396,"['Graves', 'Jhin', 'Katarina', 'LeeSin', 'Alistar']"
MID,40.0,2.740740740740741,440.26654326338996,6.017687546425422,15.0,31.512424655792415,"['Heimerdinger', 'Zed', 'Zed', 'Zed', 'Kassadin']"
MID,80.0,3.611111111111111,399.1942513733105,6.547501129346355,19.8,23.216185834113766,"['Ahri', 'Ahri', 'Cassiopeia', 'Kalista', 'Cassiopeia']"
SUPPORT,40.0,2.4615384615384617,251.3543805395625,0.7958712515620503,46.8,8.871627741320019,"['Soraka', 'Nami', 'Lulu', 'Soraka', 'Zyra']"
JUNGLE,40.0,2.34375,361.853801109492,1.176721959704947,29.4,16.885525271598805,"['RekSai', 'JarvanIV', 'MonkeyKing', 'Nunu', 'Nunu']"
ADC,40.0,1.641025641025641,384.11261423039406,5.873255168620927,21.2,24.365564280900397,"['Aphelios', 'Aphelios', 'Aphelios', 'Ezreal', 'Aphelios']"
JUNGLE,40.0,2.3225806451612905,374.7482758268126,1.2037798468043108,21.0,21.506303686872428,"['Shaco', 'Ekko', 'Shaco', 'Shaco', 'Shaco']"
TOP,100.0,6.733333333333333,563.8468121033532,6.200054705685194,18.0,22.040066199195472,"['LeeSin', 'Nasus', 'Singed', 'Malphite', 'Sett']"
ADC,60.0,3.121212121212121,432.11380931088263,5.140415506812689,21.0,28.958078743316694,"['Ezreal', 'Ezreal', 'Ezreal', 'Senna', 'Senna']"
TOP,40.0,2.135135135135135,410.6490387526029,5.727672747417616,24.8,26.845520400135293,"['Poppy', 'Darius', 'Mordekaiser', 'Malphite', 'XinZhao']"
JUNGLE,40.0,1.9142857142857144,396.56840880834545,1.173274331373177,24.4,19.539647084967225,"['Ekko', 'Hecarim', 'Hecarim', 'Volibear', 'Hecarim']"
JUNGLE,0.0,1.2424242424242424,304.7656949808501,0.655858837113202,31.4,15.808065429205737,"['Olaf', 'JarvanIV', 'RekSai', 'Olaf', 'Nidalee']"
ADC,60.0,3.590909090909091,398.74621501211084,6.069975671113982,21.8,23.109817864723098,"['Kaisa', 'Ezreal', 'Ezreal', 'Xayah', 'Ezreal']"
ADC,20.0,2.0,370.19273233750374,7.0288854106140395,20.0,20.357467238617954,"['Kaisa', 'Kaisa', 'Lucian', 'Kaisa', 'Kaisa']"
