role,winrate,KDA,goldpm,cspm,vision,damage%,champs
JUNGLE,60.0,2.28,403.0250122580202,1.5568651343336795,20.0,18.808191073686903,"['Camille', 'Camille', 'Nocturne', 'Karthus', 'Rengar']"
TOP,320.0,1.8132295719844358,3129.486061487231,27.12534703933901,100.8,107.89623752406341,"['Varus', 'Camille', 'Aatrox', 'Irelia', 'Ezreal', 'Ezreal', 'Ezreal', 'Ezreal', 'Ezreal', 'Sett', 'Sett', 'Sett', 'Sett', 'Sett', 'Yasuo', 'Aatrox', 'Irelia', 'Jayce', 'Irelia', 'Aatrox', 'Yasuo', 'Sett', 'Irelia', 'Azir', 'Taliyah', 'Zed', 'Syndra', 'Mordekaiser', 'Riven']"
JUNGLE,80.0,3.5925925925925926,367.3743224482071,0.9333032442066184,31.0,12.364552325660123,"['Ivern', 'JarvanIV', 'Kindred', 'Trundle', 'JarvanIV']"
TOP,40.0,1.625,899.1020071795414,6.187457897504309,12.2,20.42433278198193,"['Malzahar', 'Zed', 'Lucian', 'Lucian', 'Shaco']"
TOP,100.0,4.583333333333333,429.64281497033625,7.5854634137751145,19.4,19.815277344482837,"['Fiora', 'Fiora', 'Darius', 'Fiora', 'Fiora']"
ADC,40.0,2.3333333333333335,440.84593484945697,6.21278191855171,29.8,24.67942328927912,"['Caitlyn', 'Kaisa', 'Kaisa', 'Kaisa', 'Kaisa']"
TOP,80.0,3.1363636363636362,338.0592333166501,4.6381719284918885,14.8,16.193648746310803,"['Corki', 'Taric', 'Volibear', 'Maokai', 'Malphite']"
MID,220.00000000000003,1.983695652173913,1974.1516708412794,19.643388554858902,57.0,103.44303957758908,"['Lux', 'Orianna', 'Yasuo', 'Velkoz', 'Kayn', 'Kayn', 'Zed', 'Lucian', 'Orianna', 'Yasuo', 'Riven', 'Talon', 'Lux', 'Orianna', 'Orianna', 'Zed', 'Lux', 'Yasuo', 'Orianna', 'Fizz']"
TOP,20.0,1.7837837837837838,428.05861453790493,5.631581203347367,20.6,23.988768184518666,"['Tryndamere', 'Tryndamere', 'Tryndamere', 'Tryndamere', 'Tristana']"
ADC,40.0,4.354838709677419,480.61590140212263,5.720340766229479,29.2,31.337905204404564,"['Ezreal', 'Sivir', 'Jinx', 'Ezreal', 'Aphelios']"
ADC,0.0,1.9166666666666667,428.2418477984096,5.624593046060727,19.4,25.547972994660174,"['Xayah', 'Kaisa', 'Kaisa', 'Kaisa', 'Kaisa']"
JUNGLE,40.0,4.3,407.48559782676455,0.9179959695648339,18.4,16.339038762996875,"['LeeSin', 'LeeSin', 'JarvanIV', 'JarvanIV', 'LeeSin']"
MID,60.0,0.8604651162790697,367.06759724085526,6.255070503828718,19.6,13.502512800512228,"['Yasuo', 'Tristana', 'Tristana', 'Ezreal', 'Irelia']"
SUPPORT,60.0,2.7777777777777777,279.2063822843537,0.5866711561587229,54.8,10.212915428773703,"['Brand', 'Lulu', 'Morgana', 'Lulu', 'Nami']"
ADC,20.0,2.5135135135135136,348.45635972996695,4.690628751264265,30.8,18.424985216146442,"['Ashe', 'Ezreal', 'Lulu', 'Ezreal', 'Varus']"
JUNGLE,80.0,3.7142857142857144,397.49113111078,1.7118536208590576,13.2,15.233216488701585,"['Volibear', 'Volibear', 'Volibear', 'Volibear', 'Volibear']"
SUPPORT,60.0,6.375,270.1334534533272,0.6491329484869439,40.0,11.549942101927597,"['Morgana', 'Nami', 'Nami', 'Nami', 'Nami']"
SUPPORT,40.0,2.925925925925926,285.29783129763865,0.7144817679180577,34.0,18.00343160621643,"['Zyra', 'Lux', 'Lux', 'Lux', 'Yuumi']"
ADC,60.0,2.466666666666667,445.91650570555385,5.637745162675318,24.8,25.668717065941944,"['Kaisa', 'Tristana', 'Xayah', 'Jhin', 'Ezreal']"
JUNGLE,100.0,3.9523809523809526,409.45117342742094,1.2500959830127623,23.6,16.308821542705804,"['Elise', 'Graves', 'Taliyah', 'LeeSin', 'LeeSin']"
SUPPORT,40.0,1.7551020408163265,276.7037012667137,0.805197172475081,30.4,12.156090603253952,"['Nautilus', 'Xerath', 'Pyke', 'Braum', 'Bard']"
MID,0.0,1.9,603.9653408787015,3.435006575559953,6.6,22.119203120341673,"['Talon', 'Jinx', 'TwistedFate', 'Talon', 'Ekko']"
SUPPORT,60.0,2.5652173913043477,265.601277931787,1.0900994952130147,57.4,10.85479802568444,"['Morgana', 'Morgana', 'Nautilus', 'Morgana', 'Nautilus']"
MID,80.0,4.0,366.896107834546,4.63074326394713,16.6,28.165391105032167,"['Ivern', 'Syndra', 'Zyra', 'Zilean', 'Anivia']"
MID,60.0,3.484848484848485,467.1992317030575,4.490279755405721,12.6,26.04422866466193,"['Xerath', 'Diana', 'Yasuo', 'Lissandra', 'Lissandra']"
