role,winrate,KDA,goldpm,cspm,vision,damage%,champs
TOP,20.0,1.4230769230769231,369.6486826536226,5.239932707838764,9.4,16.91102449648456,"['Tryndamere', 'Tryndamere', 'Garen', 'Tryndamere', 'Tryndamere']"
JUNGLE,20.0,3.764705882352941,333.88492590709814,1.3738106789685904,19.4,17.351255657442227,"['Udyr', 'Camille', 'Camille', 'Kayn', 'Warwick']"
TOP,20.0,1.4594594594594594,304.45301717301055,3.768434720973044,15.6,16.4803146940856,"['Shen', 'Vayne', 'Cassiopeia', 'Illaoi', 'Illaoi']"
MID,20.0,1.507936507936508,456.2445052225233,3.8830605574369956,20.6,22.758361568363956,"['Sylas', 'Katarina', 'Yasuo', 'Zed', 'Neeko']"
ADC,20.0,0.8461538461538461,313.19079787777156,4.30070567533133,9.8,13.32030458688166,"['Sivir', 'Xayah', 'Tristana', 'Ashe', 'Tristana']"
MID,0.0,0.9743589743589743,260.4197149762116,3.9379458441060144,1.2,18.884202569566806,"['Jhin', 'Maokai', 'Ezreal', 'Ezreal', 'TwistedFate']"
MID,0.0,0.875,333.8414366240424,3.190187929708645,13.0,17.21472088483231,"['Ekko', 'Lux', 'Lucian', 'Yasuo', 'Katarina']"
ADC,60.0,1.275,292.5441693076452,3.912413940971235,9.8,12.227410317357224,"['Veigar', 'Ashe', 'Ashe', 'Ashe', 'Ashe']"
SUPPORT,20.0,0.7948717948717948,207.4582552555931,1.2527410390175358,8.2,14.58866401523568,"['Sivir', 'Sivir', 'Sivir', 'Sivir', 'Sivir']"
TOP,40.0,1.7346938775510203,667.9884245631981,4.97544358117049,22.0,14.910444878178488,"['Renekton', 'MasterYi', 'Fizz', 'Volibear', 'Volibear']"
MID,60.0,2.857142857142857,416.9028952739238,4.039743415150967,10.0,25.21282418343468,"['Neeko', 'Neeko', 'Neeko', 'Neeko', 'Neeko']"
JUNGLE,20.0,1.3095238095238095,305.1561145318627,0.9845176993617788,12.2,13.012240669532241,"['Zac', 'Nocturne', 'Nocturne', 'MasterYi', 'Nocturne']"
ADC,20.0,1.5348837209302326,289.12477942690714,3.029438394715772,12.0,16.54367086374037,"['Malphite', 'Malphite', 'Thresh', 'Thresh', 'Thresh']"
JUNGLE,60.0,1.1403508771929824,520.99605595818,2.1060029197426093,4.4,13.176109667985292,"['Ekko', 'Amumu', 'XinZhao', 'LeeSin', 'Tryndamere']"
JUNGLE,20.0,0.76,281.35191362228704,1.4060961596497084,11.0,10.438109102979638,"['Olaf', 'Garen', 'Udyr', 'Udyr', 'Udyr']"
MID,40.0,2.6226415094339623,469.81473743946583,1.637589954405024,9.2,14.997345907884565,"['Blitzcrank', 'Malphite', 'Maokai', 'Blitzcrank', 'Malphite']"
ADC,20.0,1.8333333333333333,320.058801193544,3.6329468342547884,7.6,21.573034533072004,"['Jhin', 'Jhin', 'Jhin', 'Jhin', 'Jhin']"
TOP,60.0,1.0,274.6757990064081,3.419439750438497,5.8,10.128409245903224,"['Darius', 'Riven', 'Riven', 'Kennen', 'Darius']"
SUPPORT,20.0,1.6666666666666667,221.65764650310348,0.714801712097762,28.4,9.693889542608805,"['Senna', 'Leona', 'Leona', 'Leona', 'Leona']"
ADC,20.0,2.5789473684210527,302.9277256202553,3.736235690457287,10.6,16.27265199304961,"['Jinx', 'Jinx', 'Jinx', 'Jinx', 'Jinx']"
TOP,60.0,3.425925925925926,623.0367567660475,3.95229611809878,2.6,23.74296582525413,"['Leblanc', 'Malphite', 'Leblanc', 'Caitlyn', 'Nasus']"
JUNGLE,40.0,0.7704918032786885,527.9122464828848,2.061077422524481,16.2,6.346236879205048,"['LeeSin', 'Veigar', 'LeeSin', 'Draven', 'Yasuo']"
SUPPORT,40.0,1.763157894736842,266.44426814121863,1.0184325821934403,15.8,11.662642722940006,"['Senna', 'Senna', 'Senna', 'Senna', 'Senna']"
SUPPORT,60.0,2.422222222222222,802.3352849570929,4.12599751131108,14.4,21.637852734763804,"['Jinx', 'Jinx', 'Jinx', 'Jinx', 'Jinx']"
SUPPORT,60.0,2.119047619047619,413.23664296502204,1.3979836062251565,13.6,9.561131931797586,"['Yuumi', 'Yuumi', 'Xerath', 'Teemo', 'Xayah']"
