role,winrate,KDA,goldpm,cspm,vision,damage%,champs
SUPPORT,40.0,2.411764705882353,272.0195614570557,0.6633029384858163,62.2,13.867471978269263,"['Senna', 'Senna', 'Senna', 'Zilean', 'Senna']"
ADC,40.0,2.888888888888889,433.3903121403347,6.256244129136843,15.2,24.684580108361573,"['Draven', 'MissFortune', 'MissFortune', 'MissFortune', 'MissFortune']"
MID,20.0,1.391304347826087,311.0604630860611,3.3869236578759896,16.8,23.288623877235544,"['Lux', 'Annie', 'Orianna', 'Malphite', 'Galio']"
TOP,80.0,2.8666666666666667,547.7631726727585,4.006163941481363,6.0,20.560225177974274,"['Nasus', 'Renekton', 'Tryndamere', 'Jhin', 'Zed']"
ADC,60.0,2.1333333333333333,388.57620794852903,4.724739522026209,12.0,32.68045705700071,"['MissFortune', 'Caitlyn', 'MissFortune', 'MissFortune', 'MissFortune']"
SUPPORT,20.0,1.608695652173913,158.09515766669102,0.05744171697745444,4.8,1.2177077263124536,"['Yuumi', 'Yuumi', 'Yuumi', 'Yuumi', 'Yuumi']"
ADC,40.0,2.466666666666667,343.938554515072,5.699175837287262,14.0,18.96892729967447,"['Kalista', 'Kalista', 'Kalista', 'Kalista', 'Kalista']"
MID,80.0,2.7037037037037037,360.31412621960186,5.754550226058269,21.6,20.31464120378014,"['Ryze', 'Orianna', 'Orianna', 'Orianna', 'Orianna']"
MID,60.0,2.2580645161290325,344.84954888445316,4.119377118253654,11.4,19.084285249313396,"['Ekko', 'Ekko', 'Ekko', 'Ekko', 'Ekko']"
JUNGLE,280.0,1.873846153846154,3814.3280322199644,19.032055365495175,139.8,109.37349657478347,"['Akali', 'Gangplank', 'Karthus', 'Lucian', 'Warwick', 'Warwick', 'Warwick', 'Warwick', 'Warwick', 'MasterYi', 'Warwick', 'Warwick', 'Zoe', 'Zoe', 'Zoe', 'Zoe', 'Zoe', 'Warwick', 'Warwick', 'Warwick', 'Warwick', 'Warwick', 'Jayce', 'Warwick', 'Warwick', 'Quinn', 'Kayn', 'Warwick', 'Warwick', 'Warwick', 'Warwick', 'Sett', 'Sett', 'Kayn', 'Mordekaiser', 'Kayn', 'Nocturne', 'Gangplank', 'Rengar']"
SUPPORT,20.0,1.6666666666666667,247.95368492278857,0.7675040534036534,52.8,11.215531992482878,"['Morgana', 'Zilean', 'Janna', 'Nautilus', 'Thresh']"
MID,20.0,1.375,312.02468027462936,4.732280586983834,20.8,22.566170901429512,"['Heimerdinger', 'Neeko', 'Neeko', 'Neeko', 'Neeko']"
MID,80.0,1.7692307692307692,334.9424227734529,5.679624443960905,17.6,23.882228350711166,"['Syndra', 'Xayah', 'Xayah', 'Syndra', 'Syndra']"
JUNGLE,60.0,2.525,366.15113548112686,1.3669980618111564,18.4,14.353355199863666,"['Elise', 'Sejuani', 'RekSai', 'RekSai', 'Sejuani']"
SUPPORT,40.0,2.2857142857142856,250.58055787878638,0.8236695452248316,47.0,13.562797695225559,"['Swain', 'Blitzcrank', 'Swain', 'Soraka', 'Lux']"
JUNGLE,520.0,1.696594427244582,4165.21658587831,21.70187769419801,115.8,111.68722339058532,"['Kayn', 'Kayn', 'Riven', 'Shaco', 'Nasus', 'Nasus', 'Nasus', 'Nasus', 'Nasus', 'Shaco', 'Shaco', 'Shaco', 'Shaco', 'Shaco', 'Malphite', 'Malphite', 'Malphite', 'Malphite', 'Malphite', 'Shaco', 'Malphite', 'Malphite', 'Malphite', 'Malphite', 'Malphite', 'Nasus', 'Aphelios', 'Aphelios', 'Aphelios', 'Aphelios', 'Aphelios', 'Riven', 'Shaco', 'Shaco', 'Shaco', 'Khazix', 'Kassadin', 'Kayn', 'Nasus', 'Nasus', 'Nasus', 'Nasus', 'Nasus', 'Shaco', 'Shaco', 'Jhin', 'Nasus']"
SUPPORT,40.0,2.5555555555555554,355.4410348331432,1.9119202499550791,20.2,13.559543869144603,"['Alistar', 'Nautilus', 'Galio', 'Maokai', 'Maokai']"
JUNGLE,0.0,1.146341463414634,362.43375769064437,0.996437077245384,14.8,21.358188712090897,"['Kayn', 'Olaf', 'Ekko', 'Olaf', 'Khazix']"
JUNGLE,20.0,1.3529411764705883,643.0310429172353,3.035515815361289,10.4,18.500814584536684,"['Aatrox', 'Aatrox', 'Ahri', 'Sylas', 'Darius']"
TOP,60.0,2.0,415.2309688654873,6.34804114538759,14.0,27.722371816850522,"['Mordekaiser', 'Gangplank', 'Yasuo', 'Udyr', 'Kayle']"
TOP,20.0,1.5333333333333334,525.2861699666644,5.479168534827138,18.8,21.17426301679746,"['Fiddlesticks', 'Vi', 'Anivia', 'Teemo', 'Lux']"
TOP,20.0,3.125,676.7013593329406,3.1531429189956497,13.4,16.269541163548578,"['Malphite', 'Lux', 'Zilean', 'Thresh', 'Volibear']"
ADC,60.0,2.0833333333333335,317.63249829385484,4.495944726364152,12.6,12.887057667357137,"['Ashe', 'Ashe', 'Ashe', 'Ezreal', 'Ashe']"
TOP,60.0,2.7586206896551726,456.9944416569747,5.1197438123780294,8.2,28.21178648577692,"['Sett', 'Soraka', 'Kayle', 'Teemo', 'Ryze']"
ADC,40.0,2.909090909090909,355.0517888998802,4.96659936026861,12.8,19.833748633127342,"['MissFortune', 'MissFortune', 'MissFortune', 'MissFortune', 'MissFortune']"
