role,winrate,KDA,goldpm,cspm,vision,damage%,champs
JUNGLE,459.99999999999994,1.7728337236533958,4018.8045709092685,14.253656197668604,227.8,184.07884909511665,"['Khazix', 'Khazix', 'Khazix', 'Khazix', 'Khazix', 'Khazix', 'Khazix', 'Graves', 'MonkeyKing', 'Khazix', 'Elise', 'Elise', 'Elise', 'Khazix', 'Khazix', 'Khazix', 'Khazix', 'Khazix', 'Fizz', 'Khazix', 'Elise', 'Elise', 'Khazix', 'Khazix', 'Khazix', 'Khazix', 'LeeSin', 'Khazix', 'Khazix', 'Khazix', 'Khazix', 'Khazix', 'Khazix', 'Khazix', 'Khazix', 'Nautilus', 'Nautilus', 'Nautilus', 'Nautilus', 'Nautilus', 'Brand', 'Amumu', 'MonkeyKing', 'MonkeyKing', 'MonkeyKing', 'Gragas', 'Shen', 'MonkeyKing', 'MonkeyKing', 'Tryndamere', 'Tryndamere', 'Khazix', 'Trundle']"
JUNGLE,480.0,2.4290657439446366,4191.858808898345,19.871236650961997,149.4,91.87162999454281,"['Graves', 'Graves', 'Hecarim', 'Ahri', 'Ahri', 'Ahri', 'Ahri', 'Ahri', 'Ezreal', 'Ezreal', 'Ezreal', 'Ezreal', 'Ezreal', 'Lulu', 'Lulu', 'Lulu', 'Lulu', 'Lulu', 'Illaoi', 'Illaoi', 'Illaoi', 'Illaoi', 'Illaoi', 'Graves', 'Shyvana', 'Sejuani', 'Graves', 'Taric', 'Trundle', 'Trundle', 'Olaf', 'Sett', 'Lucian', 'Rengar', 'Fiora', 'Syndra', 'Mordekaiser', 'Zilean']"
TOP,200.0,1.5577889447236182,2220.91876623973,11.082924611094738,68.0,48.21317927981507,"['Zed', 'Vayne', 'Vayne', 'Velkoz', 'Velkoz', 'Neeko', 'Sivir', 'Blitzcrank', 'Morgana', 'Riven', 'Sion', 'Vayne', 'Caitlyn', 'Vayne']"
MID,240.0,1.3333333333333333,2008.5824514400024,13.255441787183537,103.8,98.20346400899412,"['Pantheon', 'Kassadin', 'Swain', 'Swain', 'Jhin', 'Ivern', 'Swain', 'Ahri', 'Ahri', 'Kaisa', 'Kindred', 'Jax', 'Leona', 'Vladimir', 'Lucian', 'Thresh', 'Rakan', 'Swain', 'Swain', 'Swain', 'Xerath', 'Swain', 'Swain', 'Swain']"
SUPPORT,220.00000000000003,1.6767241379310345,1690.1379365318796,7.862622000854141,93.4,79.35434874585202,"['Teemo', 'Blitzcrank', 'Senna', 'Braum', 'Chogath', 'Ornn', 'Tristana', 'Yuumi', 'Nautilus', 'Senna', 'Caitlyn', 'Tristana', 'Tristana', 'Thresh', 'Thresh', 'Braum', 'Senna', 'Senna', 'Senna', 'Teemo', 'Morgana', 'Senna']"
MID,240.0,1.3742331288343559,2598.749414280508,32.77713170024971,118.6,170.0277463530308,"['Ahri', 'Ahri', 'Vladimir', 'Azir', 'Azir', 'Azir', 'Lux', 'Syndra', 'Ahri', 'Orianna', 'Syndra', 'AurelionSol', 'Lux', 'Lux', 'Morgana', 'Irelia', 'Zoe', 'Lux', 'Akali', 'Lux', 'Lux', 'Katarina', 'Katarina', 'Katarina', 'Katarina', 'Diana', 'Zed', 'Yasuo', 'Lux', 'Zoe', 'Zed', 'Ahri', 'Ahri', 'Orianna', 'Vladimir', 'Yasuo', 'Akali']"
SUPPORT,280.0,2.3556485355648538,1923.540637004382,8.041398039677492,238.6,84.39686488938011,"['Lulu', 'Lulu', 'Braum', 'Brand', 'Brand', 'Braum', 'Brand', 'Braum', 'Brand', 'Brand', 'Brand', 'Blitzcrank', 'Braum', 'Braum', 'Braum', 'Blitzcrank', 'Braum', 'Leona', 'Braum', 'Braum', 'Leona', 'Braum', 'Braum', 'Braum', 'Braum', 'Braum', 'Zed', 'Blitzcrank', 'Caitlyn', 'Blitzcrank', 'Blitzcrank', 'Blitzcrank', 'Blitzcrank', 'Thresh', 'Lulu']"
TOP,360.0,2.230769230769231,2409.511907687728,28.327105687429444,112.2,139.60698303853633,"['Aatrox', 'Sett', 'Illaoi', 'Illaoi', 'Riven', 'Illaoi', 'Sett', 'Sett', 'Yasuo', 'Riven', 'Riven', 'Riven', 'Riven', 'Sett', 'Riven', 'Khazix', 'Aatrox', 'Riven', 'Sett', 'Riven', 'Riven', 'Sett', 'Riven', 'Riven', 'Riven', 'Riven', 'Riven', 'Riven', 'Riven', 'Riven', 'Riven', 'Riven']"
ADC,360.0,1.9432624113475176,2755.30503012817,37.687957062874084,169.4,141.8142801974088,"['MissFortune', 'Tristana', 'Tristana', 'MissFortune', 'Tristana', 'Tristana', 'MissFortune', 'Tristana', 'Tristana', 'MissFortune', 'MissFortune', 'MissFortune', 'MissFortune', 'Tristana', 'Tristana', 'MissFortune', 'MissFortune', 'MissFortune', 'MissFortune', 'MissFortune', 'MissFortune', 'MissFortune', 'MissFortune', 'MissFortune', 'MissFortune', 'MissFortune', 'MissFortune', 'MissFortune', 'MissFortune', 'Tristana', 'Tristana', 'Tristana', 'Tristana', 'Tristana', 'Tristana', 'MissFortune', 'Jinx']"
TOP,440.00000000000006,1.7838616714697406,3447.090960424141,38.948058984803495,58.2,198.09348633278003,"['Fiora', 'Garen', 'Nasus', 'Ezreal', 'Nasus', 'Akali', 'Garen', 'Nasus', 'Nasus', 'Illaoi', 'Jinx', 'Shaco', 'Riven', 'Nasus', 'Nasus', 'Nasus', 'Nasus', 'Nasus', 'Nasus', 'Nasus', 'Nasus', 'Nasus', 'Pantheon', 'Nasus', 'Nasus', 'Nasus', 'Nasus', 'MonkeyKing', 'Nasus', 'Garen', 'Nasus', 'Darius', 'Nasus', 'Garen', 'Nasus', 'Garen', 'Nasus', 'Nasus', 'Nasus', 'Nasus', 'Garen', 'Nasus', 'Nasus', 'Poppy', 'Nasus']"
